seed,baseline_P@10,correct_P@10,correct_gain,permuted_P@10,permuted_gain,noise_P@10,noise_gain
2000,0.5160000000000001,0.554,0.03799999999999992,0.386,-0.13000000000000012,0.46,-0.056000000000000105
